filename,umap_x,umap_y,cluster_id
89_V3_o2sat.png,0.63128114,3.1662214,10
89_V4_o2sat.png,1.1818299,2.6176043,-1
89_V5_o2sat.png,0.8735157,3.0288305,10
89_V6_o2sat.png,1.1363573,2.815053,10
8_V1_o2sat.png,2.4841855,4.336141,9
8_V2_o2sat.png,1.334648,3.5654294,9
8_V3_o2sat.png,-0.015394009,4.0350037,10
8_V4_o2sat.png,0.40980455,4.2851152,6
8_V5_o2sat.png,-0.13621674,4.303884,-1
90_V1_o2sat.png,5.4683604,2.5281696,3
90_V2_o2sat.png,6.157888,2.8764286,3
90_V3_o2sat.png,5.192056,2.453948,3
91_V1_o2sat.png,0.460601,3.3683882,10
91_V2_o2sat.png,1.9842387,3.8197362,-1
91_V3_o2sat.png,0.020585272,3.8158276,10
91_V4_o2sat.png,0.82460225,3.4878492,10
92_V1_o2sat.png,0.8566436,1.9693761,-1
92_V2_o2sat.png,-0.70703244,3.8096623,10
93_V1_o2sat.png,1.6344318,1.6994816,11
93_V2_o2sat.png,1.9243948,1.6638479,-1
93_V3_o2sat.png,1.9912416,2.5152397,-1
93_V4_o2sat.png,1.8604956,2.0732875,11
94_V1_o2sat.png,4.917406,2.9475565,3
94_V2_o2sat.png,5.0807486,4.254826,-1
95_V1_o2sat.png,1.6171048,4.828475,8
95_V2_o2sat.png,1.1562892,4.628433,8
95_V3_o2sat.png,1.3428261,4.5343447,-1
96_V1_o2sat.png,-0.8827077,4.5810175,-1
96_V2_o2sat.png,-0.59411335,3.9053354,10
96_V3_o2sat.png,-1.2563946,5.3361115,5
97_V1_o2sat.png,3.0857215,2.7668169,-1
97_V2_o2sat.png,3.4680612,2.9577658,-1
98_V1_o2sat.png,1.5611411,1.5342184,-1
99_V1_o2sat.png,0.79028255,1.6345881,-1
99_V2_o2sat.png,0.38838625,1.7747049,-1
99_V3_o2sat.png,0.8137291,1.546908,-1
9_V1_o2sat.png,5.1216717,2.8141177,3
9_V2_o2sat.png,4.8159513,2.9929724,3
9_V3_o2sat.png,5.0766096,2.9445,3
9_V4_o2sat.png,5.282112,2.7832048,3
